time,heart_rate
2023-01-17T00:00:00Z,76
2023-01-17T00:01:00Z,68
2023-01-17T00:02:00Z,73
2023-01-17T00:03:00Z,80
2023-01-17T00:04:00Z,74
2023-01-17T00:05:00Z,79
2023-01-17T00:06:00Z,72
2023-01-17T00:07:00Z,87
2023-01-17T00:08:00Z,81
2023-01-17T00:09:00Z,69
2023-01-17T00:10:00Z,75
2023-01-17T00:11:00Z,84
2023-01-17T00:12:00Z,63
2023-01-17T00:13:00Z,64
2023-01-17T00:14:00Z,66
2023-01-17T00:15:00Z,64
2023-01-17T00:16:00Z,70
2023-01-17T00:17:00Z,81
2023-01-17T00:18:00Z,73
2023-01-17T00:19:00Z,76
2023-01-17T00:20:00Z,77
2023-01-17T00:21:00Z,60
2023-01-17T00:22:00Z,61
2023-01-17T00:23:00Z,68
2023-01-17T00:24:00Z,75
2023-01-17T06:00:00Z,87
2023-01-17T06:01:00Z,81
2023-01-17T06:02:00Z,76
2023-01-17T06:03:00Z,73
2023-01-17T06:04:00Z,73
2023-01-17T06:05:00Z,71
2023-01-17T06:06:00Z,72
2023-01-17T06:07:00Z,72
2023-01-17T06:08:00Z,74
2023-01-17T06:09:00Z,76
2023-01-17T06:10:00Z,78
2023-01-17T06:11:00Z,78
2023-01-17T06:12:00Z,75
2023-01-17T06:13:00Z,69
2023-01-17T06:14:00Z,60
2023-01-17T06:15:00Z,56
2023-01-17T06:16:00Z,53
2023-01-17T06:17:00Z,54
2023-01-17T06:18:00Z,57
2023-01-17T06:19:00Z,54
2023-01-17T06:20:00Z,55
2023-01-17T06:21:00Z,54
2023-01-17T06:22:00Z,59
2023-01-17T06:23:00Z,60
2023-01-17T06:24:00Z,58
2023-01-17T06:25:00Z,59
2023-01-17T06:26:00Z,57
2023-01-17T06:27:00Z,56
2023-01-17T06:28:00Z,56
2023-01-17T06:29:00Z,55
2023-01-17T06:30:00Z,55
2023-01-17T06:31:00Z,58
2023-01-17T06:32:00Z,55
2023-01-17T06:33:00Z,56
2023-01-17T06:34:00Z,54
2023-01-17T06:35:00Z,57
2023-01-17T06:36:00Z,54
2023-01-17T06:37:00Z,53
2023-01-17T06:38:00Z,57
2023-01-17T06:39:00Z,54
2023-01-17T06:40:00Z,54
2023-01-17T06:41:00Z,54
2023-01-17T06:42:00Z,55
2023-01-17T06:43:00Z,54
2023-01-17T06:44:00Z,54
2023-01-17T06:45:00Z,53
2023-01-17T06:46:00Z,53
2023-01-17T06:47:00Z,57
2023-01-17T06:48:00Z,63
2023-01-17T06:49:00Z,64
2023-01-17T06:50:00Z,58
2023-01-17T06:51:00Z,58
2023-01-17T06:52:00Z,52
2023-01-17T06:53:00Z,56
2023-01-17T06:54:00Z,57
2023-01-17T06:55:00Z,60
2023-01-17T06:56:00Z,71
2023-01-17T06:57:00Z,73
2023-01-17T06:58:00Z,66
2023-01-17T06:59:00Z,62
2023-01-17T07:00:00Z,62
2023-01-17T07:01:00Z,58
2023-01-17T07:02:00Z,54
2023-01-17T07:03:00Z,54
2023-01-17T07:04:00Z,52
2023-01-17T07:05:00Z,61
2023-01-17T07:06:00Z,63
2023-01-17T07:07:00Z,64
2023-01-17T07:08:00Z,83
2023-01-17T07:09:00Z,71
2023-01-17T07:10:00Z,73
2023-01-17T07:11:00Z,76
2023-01-17T07:12:00Z,78
2023-01-17T07:13:00Z,76
2023-01-17T07:14:00Z,74
2023-01-17T07:15:00Z,73
2023-01-17T07:16:00Z,66
2023-01-17T07:17:00Z,59
2023-01-17T07:18:00Z,60
2023-01-17T07:19:00Z,62
2023-01-17T07:20:00Z,63
2023-01-17T07:21:00Z,58
2023-01-17T07:22:00Z,72
2023-01-17T07:23:00Z,90
2023-01-17T07:24:00Z,79
2023-01-17T07:25:00Z,76
2023-01-17T07:26:00Z,65
2023-01-17T07:27:00Z,64
2023-01-17T07:28:00Z,68
2023-01-17T07:29:00Z,69
2023-01-17T07:30:00Z,71
2023-01-17T07:31:00Z,69
2023-01-17T07:32:00Z,69
2023-01-17T07:33:00Z,71
2023-01-17T07:34:00Z,69
2023-01-17T07:35:00Z,72
2023-01-17T07:36:00Z,68
2023-01-17T07:37:00Z,68
2023-01-17T07:38:00Z,80
2023-01-17T07:39:00Z,92
2023-01-17T07:40:00Z,108
2023-01-17T07:41:00Z,95
2023-01-17T07:42:00Z,76
2023-01-17T07:43:00Z,86
2023-01-17T07:44:00Z,91
2023-01-17T07:45:00Z,90
2023-01-17T07:46:00Z,92
2023-01-17T07:47:00Z,82
2023-01-17T07:48:00Z,73
2023-01-17T07:49:00Z,74
2023-01-17T07:50:00Z,72
2023-01-17T07:51:00Z,76
2023-01-17T07:52:00Z,73
2023-01-17T07:53:00Z,76
2023-01-17T07:54:00Z,75
2023-01-17T07:55:00Z,73
2023-01-17T07:56:00Z,73
2023-01-17T07:57:00Z,71
2023-01-17T07:58:00Z,79
2023-01-17T07:59:00Z,72
2023-01-17T08:00:00Z,78
2023-01-17T08:01:00Z,77
2023-01-17T08:02:00Z,75
2023-01-17T08:03:00Z,74
2023-01-17T08:04:00Z,79
2023-01-17T08:05:00Z,78
2023-01-17T08:06:00Z,78
2023-01-17T08:07:00Z,77
2023-01-17T08:08:00Z,79
2023-01-17T08:09:00Z,81
2023-01-17T08:10:00Z,77
2023-01-17T08:11:00Z,76
2023-01-17T08:12:00Z,89
2023-01-17T08:13:00Z,96
2023-01-17T08:14:00Z,110
2023-01-17T08:15:00Z,95
2023-01-17T08:16:00Z,74
2023-01-17T08:17:00Z,76
2023-01-17T08:18:00Z,79
2023-01-17T08:19:00Z,78
2023-01-17T08:20:00Z,77
2023-01-17T08:21:00Z,78
2023-01-17T08:22:00Z,76
2023-01-17T08:23:00Z,74
2023-01-17T08:24:00Z,75
2023-01-17T08:25:00Z,76
2023-01-17T08:26:00Z,74
2023-01-17T08:27:00Z,74
2023-01-17T08:28:00Z,74
2023-01-17T08:29:00Z,74
2023-01-17T08:30:00Z,77
2023-01-17T08:31:00Z,76
2023-01-17T08:32:00Z,72
2023-01-17T08:33:00Z,69
2023-01-17T08:34:00Z,70
2023-01-17T08:35:00Z,73
2023-01-17T08:36:00Z,68
2023-01-17T08:37:00Z,68
2023-01-17T08:38:00Z,73
2023-01-17T08:39:00Z,69
2023-01-17T08:40:00Z,70
2023-01-17T08:41:00Z,68
2023-01-17T08:42:00Z,68
2023-01-17T08:43:00Z,74
2023-01-17T08:44:00Z,67
2023-01-17T08:45:00Z,65
2023-01-17T08:46:00Z,66
2023-01-17T08:47:00Z,67
2023-01-17T08:48:00Z,66
2023-01-17T08:49:00Z,67
2023-01-17T08:50:00Z,72
2023-01-17T08:51:00Z,68
2023-01-17T08:52:00Z,71
2023-01-17T08:53:00Z,69
2023-01-17T08:54:00Z,64
2023-01-17T08:55:00Z,64
2023-01-17T08:56:00Z,66
2023-01-17T08:57:00Z,67
2023-01-17T08:58:00Z,70
2023-01-17T08:59:00Z,68
2023-01-17T09:00:00Z,66
2023-01-17T09:01:00Z,68
2023-01-17T09:02:00Z,66
2023-01-17T09:03:00Z,65
2023-01-17T09:04:00Z,65
2023-01-17T09:05:00Z,63
2023-01-17T09:06:00Z,66
2023-01-17T09:07:00Z,66
2023-01-17T09:08:00Z,63
2023-01-17T09:09:00Z,69
2023-01-17T09:10:00Z,75
2023-01-17T09:11:00Z,66
2023-01-17T09:12:00Z,65
2023-01-17T09:13:00Z,71
2023-01-17T09:14:00Z,75
2023-01-17T09:15:00Z,73
2023-01-17T09:16:00Z,81
2023-01-17T09:17:00Z,86
2023-01-17T09:18:00Z,75
2023-01-17T09:19:00Z,70
2023-01-17T09:20:00Z,67
2023-01-17T09:21:00Z,69
2023-01-17T09:22:00Z,79
2023-01-17T09:23:00Z,74
2023-01-17T09:24:00Z,74
2023-01-17T09:25:00Z,71
2023-01-17T09:26:00Z,71
2023-01-17T09:27:00Z,65
2023-01-17T09:28:00Z,66
2023-01-17T09:29:00Z,70
2023-01-17T09:30:00Z,73
2023-01-17T09:31:00Z,61
2023-01-17T09:32:00Z,64
2023-01-17T09:33:00Z,61
2023-01-17T09:34:00Z,71
2023-01-17T09:35:00Z,72
2023-01-17T09:36:00Z,70
2023-01-17T09:37:00Z,71
2023-01-17T09:38:00Z,66
2023-01-17T09:39:00Z,65
2023-01-17T09:40:00Z,67
2023-01-17T09:41:00Z,73
2023-01-17T09:42:00Z,77
2023-01-17T09:43:00Z,85
2023-01-17T09:44:00Z,81
2023-01-17T09:45:00Z,78
2023-01-17T09:46:00Z,74
2023-01-17T09:47:00Z,62
2023-01-17T09:48:00Z,69
2023-01-17T09:49:00Z,68
2023-01-17T09:50:00Z,68
2023-01-17T09:51:00Z,68
2023-01-17T09:52:00Z,66
2023-01-17T09:53:00Z,64
2023-01-17T09:54:00Z,64
2023-01-17T09:55:00Z,64
2023-01-17T09:56:00Z,65
2023-01-17T09:57:00Z,61
2023-01-17T09:58:00Z,69
2023-01-17T09:59:00Z,72
2023-01-17T10:00:00Z,72
2023-01-17T10:01:00Z,70
2023-01-17T10:02:00Z,73
2023-01-17T10:03:00Z,75
2023-01-17T10:04:00Z,69
2023-01-17T10:05:00Z,68
2023-01-17T10:06:00Z,66
2023-01-17T10:07:00Z,67
2023-01-17T10:08:00Z,66
2023-01-17T10:09:00Z,63
2023-01-17T10:10:00Z,66
2023-01-17T10:11:00Z,71
2023-01-17T10:12:00Z,69
2023-01-17T10:13:00Z,64
2023-01-17T10:14:00Z,67
2023-01-17T10:15:00Z,63
2023-01-17T10:16:00Z,65
2023-01-17T10:17:00Z,68
2023-01-17T10:18:00Z,63
2023-01-17T10:19:00Z,62
2023-01-17T10:20:00Z,66
2023-01-17T10:21:00Z,64
2023-01-17T10:22:00Z,60
2023-01-17T10:23:00Z,66
2023-01-17T10:24:00Z,68
2023-01-17T10:25:00Z,67
2023-01-17T10:26:00Z,69
2023-01-17T10:27:00Z,66
2023-01-17T10:28:00Z,59
2023-01-17T10:29:00Z,63
2023-01-17T10:30:00Z,66
2023-01-17T10:31:00Z,68
2023-01-17T10:32:00Z,64
2023-01-17T10:33:00Z,63
2023-01-17T10:34:00Z,66
2023-01-17T10:35:00Z,67
2023-01-17T10:36:00Z,68
2023-01-17T10:37:00Z,69
2023-01-17T10:38:00Z,70
2023-01-17T10:39:00Z,71
2023-01-17T10:40:00Z,68
2023-01-17T10:41:00Z,62
2023-01-17T10:42:00Z,59
2023-01-17T10:43:00Z,67
2023-01-17T10:44:00Z,63
2023-01-17T10:45:00Z,58
2023-01-17T10:46:00Z,58
2023-01-17T10:47:00Z,58
2023-01-17T10:48:00Z,58
2023-01-17T10:49:00Z,59
2023-01-17T10:50:00Z,61
2023-01-17T10:51:00Z,59
2023-01-17T10:52:00Z,59
2023-01-17T10:53:00Z,57
2023-01-17T10:54:00Z,62
2023-01-17T10:55:00Z,68
2023-01-17T10:56:00Z,72
2023-01-17T10:57:00Z,62
2023-01-17T10:58:00Z,60
2023-01-17T10:59:00Z,63
2023-01-17T11:00:00Z,61
2023-01-17T11:01:00Z,61
2023-01-17T11:02:00Z,68
2023-01-17T11:03:00Z,64
2023-01-17T11:04:00Z,57
2023-01-17T11:05:00Z,62
2023-01-17T11:06:00Z,62
2023-01-17T11:07:00Z,62
2023-01-17T11:08:00Z,62
2023-01-17T11:09:00Z,65
2023-01-17T11:10:00Z,63
2023-01-17T11:11:00Z,63
2023-01-17T11:12:00Z,63
2023-01-17T11:13:00Z,62
2023-01-17T11:14:00Z,65
2023-01-17T11:15:00Z,59
2023-01-17T11:16:00Z,61
2023-01-17T11:17:00Z,63
2023-01-17T11:18:00Z,63
2023-01-17T11:19:00Z,63
2023-01-17T11:20:00Z,66
2023-01-17T11:21:00Z,66
2023-01-17T11:22:00Z,66
2023-01-17T11:23:00Z,65
2023-01-17T11:24:00Z,67
2023-01-17T11:25:00Z,60
2023-01-17T11:26:00Z,69
2023-01-17T11:27:00Z,73
2023-01-17T11:28:00Z,71
2023-01-17T11:29:00Z,71
2023-01-17T11:30:00Z,73
2023-01-17T11:31:00Z,76
2023-01-17T11:32:00Z,84
2023-01-17T11:33:00Z,87
2023-01-17T11:34:00Z,97
2023-01-17T11:35:00Z,90
2023-01-17T11:36:00Z,91
2023-01-17T11:37:00Z,87
2023-01-17T11:38:00Z,84
2023-01-17T11:39:00Z,85
2023-01-17T11:40:00Z,87
2023-01-17T11:41:00Z,82
2023-01-17T11:42:00Z,79
2023-01-17T11:43:00Z,84
2023-01-17T11:44:00Z,81
2023-01-17T11:45:00Z,77
2023-01-17T11:46:00Z,75
2023-01-17T11:47:00Z,72
2023-01-17T11:48:00Z,71
2023-01-17T11:49:00Z,65
2023-01-17T11:50:00Z,65
2023-01-17T11:51:00Z,68
2023-01-17T12:50:00Z,73
2023-01-17T12:51:00Z,74
2023-01-17T12:52:00Z,68
2023-01-17T12:53:00Z,67
2023-01-17T12:54:00Z,63
2023-01-17T12:55:00Z,65
2023-01-17T12:56:00Z,72
2023-01-17T12:57:00Z,73
2023-01-17T12:58:00Z,70
2023-01-17T12:59:00Z,71
2023-01-17T13:00:00Z,74
2023-01-17T13:01:00Z,77
2023-01-17T13:02:00Z,78
2023-01-17T13:03:00Z,76
2023-01-17T13:04:00Z,75
2023-01-17T13:05:00Z,75
2023-01-17T13:06:00Z,72
2023-01-17T13:07:00Z,76
2023-01-17T13:08:00Z,74
2023-01-17T13:09:00Z,73
2023-01-17T13:10:00Z,73
2023-01-17T13:11:00Z,74
2023-01-17T13:12:00Z,79
2023-01-17T13:13:00Z,74
2023-01-17T13:14:00Z,69
2023-01-17T13:15:00Z,68
2023-01-17T13:16:00Z,70
2023-01-17T13:17:00Z,70
2023-01-17T13:18:00Z,68
2023-01-17T13:19:00Z,64
2023-01-17T13:20:00Z,65
2023-01-17T13:21:00Z,70
2023-01-17T13:22:00Z,68
2023-01-17T13:23:00Z,67
2023-01-17T13:24:00Z,68
2023-01-17T13:25:00Z,69
2023-01-17T13:26:00Z,68
2023-01-17T13:27:00Z,66
2023-01-17T13:28:00Z,72
2023-01-17T13:29:00Z,75
2023-01-17T13:30:00Z,77
2023-01-17T13:31:00Z,80
2023-01-17T13:32:00Z,81
2023-01-17T13:33:00Z,79
2023-01-17T13:34:00Z,76
2023-01-17T13:35:00Z,77
2023-01-17T13:36:00Z,81
2023-01-17T13:37:00Z,81
2023-01-17T13:38:00Z,77
2023-01-17T13:39:00Z,74
2023-01-17T13:40:00Z,76
2023-01-17T13:41:00Z,73
2023-01-17T13:42:00Z,73
2023-01-17T13:43:00Z,71
2023-01-17T13:44:00Z,69
2023-01-17T13:45:00Z,69
2023-01-17T13:46:00Z,71
2023-01-17T13:47:00Z,68
2023-01-17T13:48:00Z,67
2023-01-17T13:49:00Z,67
2023-01-17T13:50:00Z,67
2023-01-17T13:51:00Z,73
2023-01-17T13:52:00Z,76
2023-01-17T13:53:00Z,76
2023-01-17T13:54:00Z,70
2023-01-17T13:55:00Z,67
2023-01-17T13:56:00Z,66
2023-01-17T13:57:00Z,71
2023-01-17T13:58:00Z,72
2023-01-17T13:59:00Z,70
2023-01-17T14:00:00Z,71
2023-01-17T14:01:00Z,70
2023-01-17T14:02:00Z,74
2023-01-17T14:03:00Z,73
2023-01-17T14:04:00Z,72
2023-01-17T14:05:00Z,70
2023-01-17T14:06:00Z,68
2023-01-17T14:07:00Z,64
2023-01-17T14:08:00Z,68
2023-01-17T14:09:00Z,64
2023-01-17T14:10:00Z,63
2023-01-17T14:11:00Z,67
2023-01-17T14:12:00Z,70
2023-01-17T14:13:00Z,71
2023-01-17T14:14:00Z,69
2023-01-17T14:15:00Z,71
2023-01-17T14:16:00Z,72
2023-01-17T14:17:00Z,68
2023-01-17T14:18:00Z,63
2023-01-17T14:19:00Z,65
2023-01-17T14:20:00Z,72
2023-01-17T14:21:00Z,70
2023-01-17T14:22:00Z,72
2023-01-17T14:23:00Z,73
2023-01-17T14:24:00Z,72
2023-01-17T14:25:00Z,73
2023-01-17T14:26:00Z,76
2023-01-17T14:27:00Z,84
2023-01-17T14:28:00Z,90
2023-01-17T14:29:00Z,110
2023-01-17T14:30:00Z,101
2023-01-17T14:31:00Z,88
2023-01-17T14:32:00Z,86
2023-01-17T14:33:00Z,81
2023-01-17T14:34:00Z,81
2023-01-17T14:35:00Z,83
2023-01-17T14:36:00Z,81
2023-01-17T14:37:00Z,79
2023-01-17T14:38:00Z,82
2023-01-17T14:39:00Z,81
2023-01-17T14:40:00Z,74
2023-01-17T14:41:00Z,72
2023-01-17T14:42:00Z,83
2023-01-17T14:43:00Z,99
2023-01-17T14:44:00Z,96
2023-01-17T14:45:00Z,97
2023-01-17T14:46:00Z,89
2023-01-17T14:47:00Z,84
2023-01-17T14:48:00Z,77
2023-01-17T14:49:00Z,81
2023-01-17T14:50:00Z,91
2023-01-17T14:51:00Z,98
2023-01-17T14:52:00Z,98
2023-01-17T14:53:00Z,107
2023-01-17T14:54:00Z,103
2023-01-17T14:55:00Z,81
2023-01-17T14:56:00Z,75
2023-01-17T14:57:00Z,74
2023-01-17T14:58:00Z,75
2023-01-17T14:59:00Z,71
2023-01-17T15:00:00Z,71
2023-01-17T15:01:00Z,73
2023-01-17T15:02:00Z,74
2023-01-17T15:03:00Z,76
2023-01-17T15:04:00Z,80
2023-01-17T15:05:00Z,79
2023-01-17T15:06:00Z,79
2023-01-17T15:07:00Z,75
2023-01-17T15:08:00Z,88
2023-01-17T15:09:00Z,77
2023-01-17T15:10:00Z,78
2023-01-17T15:11:00Z,83
2023-01-17T15:12:00Z,85
2023-01-17T15:13:00Z,93
2023-01-17T15:14:00Z,108
